Date,Open,High,Low,Close,Adj Close,Volume
2017-10-17,31630.906250,32033.847656,30825.023438,31731.640625,31598.857422,3572211
2017-10-18,31530.169922,31530.169922,29716.933594,29918.404297,29793.208984,8142259
2017-10-19,30019.140625,30522.816406,29213.255859,29616.199219,29492.271484,5288351
2017-10-20,30019.140625,30522.816406,29817.669922,30220.611328,30094.152344,3311190
2017-10-23,30019.140625,30522.816406,29716.933594,30422.082031,30294.779297,2808864
2017-10-24,30422.082031,30825.023438,30220.611328,30220.611328,30094.152344,2318351
2017-10-25,30522.816406,30623.552734,29213.255859,29414.726563,29291.640625,3816296
2017-10-26,29313.992188,29313.992188,28004.431641,28205.902344,28087.875000,9399012
2017-10-27,28105.167969,28911.050781,27500.755859,28911.050781,28790.072266,5125518
2017-10-30,29011.785156,29515.462891,28306.638672,28608.843750,28489.130859,3236529
2017-10-31,28810.314453,29414.726563,28709.580078,29011.785156,28890.386719,2309993
2017-11-01,29213.255859,30522.816406,28810.314453,30422.082031,30294.779297,5075575
2017-11-02,30724.287109,30825.023438,30019.140625,30220.611328,30094.152344,2514404
2017-11-03,30422.082031,30825.023438,29515.462891,30724.287109,30595.718750,3113871
2017-11-06,30925.757813,31026.494141,30522.816406,30825.023438,30696.035156,2469698
2017-11-07,30925.757813,31227.964844,30623.552734,31026.494141,30896.664063,2394883
2017-11-08,31127.228516,31832.376953,31026.494141,31731.640625,31598.857422,4077966
2017-11-09,32134.582031,32738.994141,30119.875000,30724.287109,30595.718750,8106477
2017-11-10,30422.082031,31429.435547,30220.611328,30724.287109,30595.718750,3660531
2017-11-13,30825.023438,31328.699219,30623.552734,31026.494141,30896.664063,2999770
2017-11-14,31026.494141,31429.435547,30724.287109,31227.964844,31097.291016,2565722
2017-11-15,31328.699219,31429.435547,30925.757813,31026.494141,30896.664063,2438835
2017-11-16,31026.494141,31328.699219,30623.552734,31127.228516,30996.976563,2087618
2017-11-17,31328.699219,32134.582031,31127.228516,31731.640625,31598.857422,3565376
2017-11-20,31933.111328,32436.789063,31832.376953,32235.318359,32100.429688,3545457
2017-11-21,32537.523438,33444.140625,32235.318359,32436.789063,32301.058594,6175621
2017-11-22,32436.789063,32537.523438,30825.023438,31127.228516,30996.976563,22438147
2017-11-23,31227.964844,31429.435547,30119.875000,30119.875000,29993.837891,6079885
2017-11-24,30220.611328,30925.757813,29515.462891,29817.669922,29692.898438,6325841
2017-11-27,29716.933594,30422.082031,29616.199219,29716.933594,29592.582031,3831687
2017-11-28,29716.933594,29817.669922,29213.255859,29313.992188,29191.326172,3232399
2017-11-29,29414.726563,29515.462891,28608.843750,29213.255859,29091.013672,5077566
2017-11-30,29213.255859,29313.992188,27198.548828,27500.755859,27385.679688,8976311
2017-12-01,27500.755859,28407.373047,27500.755859,28205.902344,28087.875000,4303414
2017-12-04,28306.638672,28810.314453,27903.697266,28105.167969,27987.562500,2388386
2017-12-05,28004.431641,28407.373047,26997.078125,28306.638672,28188.187500,3870120
2017-12-06,28105.167969,28810.314453,27802.960938,27802.960938,27686.619141,2334209
2017-12-07,27802.960938,28004.431641,26795.607422,27299.285156,27185.048828,4039941
2017-12-08,27601.490234,28306.638672,27601.490234,27903.697266,27786.933594,2805945
2017-12-11,28306.638672,28306.638672,27802.960938,28205.902344,28087.875000,1411132
2017-12-12,28105.167969,28911.050781,27802.960938,28407.373047,28288.501953,2212956
2017-12-13,28407.373047,28608.843750,27903.697266,28407.373047,28288.501953,1407147
2017-12-14,28608.843750,29213.255859,28608.843750,29011.785156,28890.386719,3176118
2017-12-15,29112.521484,29213.255859,28608.843750,28709.580078,28589.443359,1712670
2017-12-18,27802.960938,28105.167969,26896.343750,27097.814453,26984.421875,7258850
2017-12-19,26896.343750,27500.755859,26493.402344,27299.285156,27185.048828,3384913
2017-12-21,26997.078125,26997.078125,25989.724609,25989.724609,25880.970703,3561981
2017-12-22,25788.253906,26291.931641,25486.048828,26090.460938,25981.283203,2912929
2017-12-26,26291.931641,26291.931641,25183.841797,25385.312500,25279.085938,3660759
2017-12-27,26191.195313,28205.902344,26090.460938,28105.167969,28020.476563,7751716
2017-12-28,28105.167969,28508.109375,27097.814453,27601.490234,27518.316406,4706460
2018-01-02,28205.902344,29616.199219,28105.167969,29515.462891,29426.521484,6680627
2018-01-03,30321.345703,30422.082031,29313.992188,30019.140625,29928.679688,5729670
2018-01-04,30724.287109,32033.847656,30119.875000,31429.435547,31334.726563,11242421
2018-01-05,31630.906250,31832.376953,30623.552734,31429.435547,31334.726563,5297057
2018-01-08,32336.052734,32738.994141,31832.376953,32134.582031,32037.748047,7829439
2018-01-09,31832.376953,32235.318359,31127.228516,31630.906250,31535.589844,5017557
2018-01-10,31429.435547,31933.111328,29817.669922,30119.875000,30029.111328,8223516
2018-01-11,28608.843750,29515.462891,27802.960938,28306.638672,28221.337891,12283803
2018-01-12,29313.992188,29313.992188,28004.431641,28306.638672,28221.337891,6836734
2018-01-15,28508.109375,29716.933594,28508.109375,29213.255859,29125.224609,6278946
2018-01-16,29112.521484,29213.255859,28205.902344,28306.638672,28221.337891,5548562
2018-01-17,28004.431641,28004.431641,26795.607422,26997.078125,26915.724609,11991111
2018-01-18,27097.814453,27903.697266,26997.078125,27299.285156,27217.019531,9756151
2018-01-19,27400.019531,28004.431641,26997.078125,27802.960938,27719.179688,5620831
2018-01-22,27802.960938,28004.431641,27198.548828,27299.285156,27217.019531,4045456
2018-01-23,27299.285156,27802.960938,27198.548828,27500.755859,27417.884766,4790983
2018-01-24,27500.755859,27802.960938,27097.814453,27198.548828,27116.587891,3776667
2018-01-25,27198.548828,27702.226563,27097.814453,27198.548828,27116.587891,3224666
2018-01-26,27400.019531,28407.373047,27198.548828,28205.902344,28120.906250,6311785
2018-01-29,28407.373047,28508.109375,27903.697266,28004.431641,27920.042969,3517195
2018-01-30,28004.431641,28306.638672,27702.226563,27903.697266,27819.611328,3187554
2018-01-31,27702.226563,28205.902344,27198.548828,28205.902344,28120.906250,4682377
2018-02-01,28205.902344,28608.843750,27702.226563,28508.109375,28422.203125,4517192
2018-02-02,28608.843750,29213.255859,28508.109375,28911.050781,28823.929688,10420476
2018-02-05,28105.167969,28205.902344,27097.814453,27097.814453,27016.156250,8063066
2018-02-06,25486.048828,26392.666016,25183.841797,26392.666016,26313.132813,11375145
2018-02-07,26997.078125,27097.814453,25486.048828,25486.048828,25409.248047,5177426
2018-02-08,25586.783203,26191.195313,25083.107422,25486.048828,25409.248047,5182325
2018-02-09,24478.695313,25083.107422,23572.076172,23773.546875,23701.906250,10298900
2018-02-12,23975.017578,24176.488281,23471.339844,23773.546875,23701.906250,4057606
2018-02-13,24176.488281,24377.958984,23874.283203,23975.017578,23902.771484,3581676
2018-02-14,24075.753906,25183.841797,23975.017578,24680.166016,24605.792969,4261522
2018-02-19,25385.312500,25385.312500,24780.900391,24982.371094,24907.089844,2081448
2018-02-20,24982.371094,25083.107422,24478.695313,24780.900391,24706.226563,1434128
2018-02-21,24881.636719,25284.578125,24579.429688,25083.107422,25007.521484,1967993
2018-02-22,25083.107422,25183.841797,24579.429688,24881.636719,24806.658203,1520424
2018-02-23,24881.636719,24982.371094,24579.429688,24881.636719,24806.658203,1904926
2018-02-26,25083.107422,25083.107422,24680.166016,24780.900391,24706.226563,1507856
2018-02-27,24982.371094,26392.666016,24982.371094,26392.666016,26313.132813,6313572
2018-02-28,26191.195313,26694.873047,25586.783203,25788.253906,25710.542969,4255690
2018-03-02,25486.048828,25888.990234,25083.107422,25687.519531,25610.109375,2354654
2018-03-05,25687.519531,25788.253906,24780.900391,24780.900391,24706.226563,2070906
2018-03-06,25385.312500,26997.078125,25385.312500,26694.873047,26614.427734,5796782
2018-03-07,26795.607422,26896.343750,25989.724609,26090.460938,26011.837891,2962723
2018-03-08,26090.460938,26594.136719,25888.990234,26594.136719,26513.998047,2478057
2018-03-09,26795.607422,27299.285156,26392.666016,26997.078125,26915.724609,3740890
2018-03-12,27400.019531,27500.755859,27097.814453,27198.548828,27116.587891,1908023
2018-03-13,27299.285156,28407.373047,27198.548828,28306.638672,28221.337891,6552271
2018-03-14,28105.167969,28205.902344,27400.019531,27601.490234,27518.316406,3493132
2018-03-15,27702.226563,28508.109375,27601.490234,28508.109375,28422.203125,4719628
2018-03-16,28508.109375,28810.314453,28004.431641,28407.373047,28321.769531,5086232
2018-03-19,28205.902344,28306.638672,27400.019531,27702.226563,27618.746094,3028206
2018-03-20,27299.285156,28205.902344,27198.548828,28004.431641,27920.042969,2761924
2018-03-21,28004.431641,28205.902344,27702.226563,27802.960938,27719.179688,2068573
2018-03-22,27601.490234,28004.431641,27299.285156,27802.960938,27719.179688,2817376
2018-03-23,27198.548828,27400.019531,26090.460938,26291.931641,26212.701172,6122909
2018-03-26,26090.460938,26694.873047,25486.048828,26392.666016,26313.132813,4778837
2018-03-27,27097.814453,27097.814453,26392.666016,26493.402344,26413.566406,2241045
2018-03-28,25989.724609,26291.931641,25788.253906,25989.724609,25911.406250,2296993
2018-03-29,26090.460938,26392.666016,25486.048828,26090.460938,26011.837891,2171690
2018-03-30,26493.402344,26896.343750,26191.195313,26594.136719,26513.998047,2222982
2018-04-02,26694.873047,26896.343750,25888.990234,25989.724609,25911.406250,2255890
2018-04-03,25586.783203,26291.931641,25486.048828,25888.990234,25810.974609,2400388
2018-04-04,25989.724609,25989.724609,24881.636719,24881.636719,24806.658203,3624049
2018-04-05,25183.841797,25385.312500,24982.371094,25083.107422,25007.521484,1484920
2018-04-06,25183.841797,25284.578125,24579.429688,24680.166016,24605.792969,1870584
2018-04-09,24478.695313,24680.166016,24176.488281,24478.695313,24404.931641,2717079
2018-04-10,24478.695313,24881.636719,24478.695313,24680.166016,24605.792969,1600981
2018-04-11,24982.371094,25183.841797,24377.958984,24478.695313,24404.931641,1883092
2018-04-12,24579.429688,24680.166016,24176.488281,24176.488281,24103.634766,1823758
2018-04-13,24277.224609,24579.429688,24075.753906,24277.224609,24204.066406,1827406
2018-04-16,24277.224609,24277.224609,23471.339844,23572.076172,23501.044922,4045560
2018-04-17,23672.812500,24176.488281,23672.812500,23773.546875,23701.906250,1982928
2018-04-18,24176.488281,24478.695313,23874.283203,24075.753906,24003.203125,2461067
2018-04-19,23975.017578,23975.017578,23370.605469,23471.339844,23400.611328,3220859
2018-04-20,23471.339844,23672.812500,22866.927734,23169.134766,23099.316406,3228573
2018-04-23,23068.398438,23068.398438,22363.251953,22363.251953,22295.861328,3323509
2018-04-24,22564.722656,23269.869141,22363.251953,23169.134766,23099.316406,2352594
2018-04-25,23269.869141,23975.017578,22866.927734,23269.869141,23199.746094,3012884
2018-04-26,23471.339844,23672.812500,22866.927734,22967.664063,22898.453125,1820249
2018-04-27,23169.134766,23269.869141,22564.722656,22866.927734,22798.019531,1998940
2018-04-30,22866.927734,22967.664063,22161.781250,22363.251953,22295.861328,3070619
2018-05-02,22262.515625,23068.398438,22061.044922,23068.398438,22998.882813,2614965
2018-05-03,23068.398438,23471.339844,22766.193359,22866.927734,22798.019531,1739885
2018-05-04,22766.193359,22866.927734,22463.986328,22564.722656,22496.726563,1247555
2018-05-08,22564.722656,22766.193359,22161.781250,22564.722656,22496.726563,1646343
2018-05-09,22363.251953,22766.193359,22262.515625,22766.193359,22697.587891,1649470
2018-05-10,22766.193359,23773.546875,22363.251953,23572.076172,23501.044922,4171022
2018-05-11,23672.812500,23773.546875,23370.605469,23572.076172,23501.044922,1824245
2018-05-14,23068.398438,23370.605469,22363.251953,22766.193359,22697.587891,3263828
2018-05-15,22564.722656,23169.134766,22564.722656,23068.398438,22998.882813,1592980
2018-05-16,23068.398438,23572.076172,22866.927734,23572.076172,23501.044922,2313125
2018-05-17,23672.812500,23874.283203,23370.605469,23471.339844,23400.611328,1678139
2018-05-18,23874.283203,23975.017578,22665.457031,22866.927734,22798.019531,4066833
2018-05-21,22866.927734,23068.398438,22665.457031,22866.927734,22798.019531,877353
2018-05-23,22766.193359,23068.398438,22665.457031,22665.457031,22597.156250,1417674
2018-05-24,22564.722656,22967.664063,22564.722656,22766.193359,22697.587891,1033078
2018-05-25,22564.722656,22967.664063,22463.986328,22564.722656,22496.726563,1276463
2018-05-28,22363.251953,22463.986328,21758.839844,21758.839844,21693.269531,3372410
2018-05-29,21758.839844,22161.781250,21658.103516,21758.839844,21693.269531,1582547
2018-05-30,21557.369141,21658.103516,20852.220703,20952.957031,20889.816406,2980954
2018-05-31,21053.691406,21355.898438,20751.486328,20852.220703,20789.382813,2334790
2018-06-01,20852.220703,21557.369141,20852.220703,21053.691406,20990.246094,2243606
2018-06-04,20952.957031,21859.574219,20952.957031,21758.839844,21693.269531,2147115
2018-06-05,21758.839844,22564.722656,21557.369141,22463.986328,22396.292969,2371828
2018-06-07,22564.722656,22866.927734,21960.310547,22463.986328,22396.292969,1762439
2018-06-08,22564.722656,22866.927734,22262.515625,22766.193359,22697.587891,1951861
2018-06-11,22766.193359,23068.398438,22564.722656,22967.664063,22898.453125,1246722
2018-06-12,22967.664063,23068.398438,22766.193359,22967.664063,22898.453125,895752
2018-06-14,22967.664063,22967.664063,22564.722656,22564.722656,22496.726563,1240929
2018-06-15,22564.722656,22564.722656,21960.310547,22061.044922,21994.564453,1669870
2018-06-18,21960.310547,22161.781250,21355.898438,21658.103516,21592.837891,2014734
2018-06-19,21557.369141,22262.515625,21255.162109,21456.632813,21391.974609,1245193
2018-06-20,21355.898438,21960.310547,21355.898438,21758.839844,21693.269531,1440849
2018-06-21,21658.103516,21960.310547,21355.898438,21557.369141,21492.408203,857891
2018-06-22,21456.632813,23068.398438,21456.632813,22967.664063,22898.453125,3234300
2018-06-25,22967.664063,23068.398438,22564.722656,22967.664063,22898.453125,1717236
2018-06-26,22665.457031,22766.193359,22363.251953,22564.722656,22496.726563,1242354
2018-06-27,22665.457031,22866.927734,22161.781250,22363.251953,22295.861328,1544512
2018-06-28,22161.781250,22665.457031,21960.310547,22463.986328,22396.292969,1098462
2018-06-29,22766.193359,23269.869141,22564.722656,23068.398438,22998.882813,2876497
2018-07-02,23269.869141,23471.339844,22463.986328,22463.986328,22396.292969,2063292
2018-07-03,22866.927734,23169.134766,22665.457031,22967.664063,22898.453125,1563442
2018-07-04,23068.398438,23773.546875,22967.664063,23572.076172,23501.044922,4199885
2018-07-05,23572.076172,23874.283203,23269.869141,23471.339844,23400.611328,1728504
2018-07-06,23471.339844,23572.076172,22766.193359,23068.398438,22998.882813,1901427
2018-07-09,23068.398438,23672.812500,23068.398438,23672.812500,23601.474609,1956105
2018-07-10,23672.812500,23773.546875,23370.605469,23572.076172,23501.044922,1103490
2018-07-11,23370.605469,23572.076172,23169.134766,23471.339844,23400.611328,1242428
2018-07-12,23572.076172,23773.546875,23269.869141,23672.812500,23601.474609,2205144
2018-07-13,23773.546875,23975.017578,23471.339844,23773.546875,23701.906250,1499746
2018-07-16,23773.546875,23874.283203,23269.869141,23471.339844,23400.611328,1174915
2018-07-17,23370.605469,23471.339844,22866.927734,22967.664063,22898.453125,1850164
2018-07-18,23169.134766,23471.339844,22564.722656,22766.193359,22697.587891,1743493
2018-07-19,22766.193359,23269.869141,22665.457031,22967.664063,22898.453125,1327115
2018-07-20,22967.664063,23269.869141,22766.193359,23169.134766,23099.316406,918083
2018-07-23,23169.134766,23572.076172,22866.927734,23269.869141,23199.746094,1721808
2018-07-24,23269.869141,23773.546875,23169.134766,23572.076172,23501.044922,2494322
2018-07-25,23672.812500,23773.546875,23370.605469,23773.546875,23701.906250,1540640
2018-07-26,23773.546875,23874.283203,23370.605469,23672.812500,23601.474609,1301057
2018-07-27,23672.812500,24176.488281,23471.339844,24075.753906,24003.203125,2823839
2018-07-30,23874.283203,23975.017578,23370.605469,23471.339844,23400.611328,1530793
2018-07-31,23169.134766,23370.605469,22463.986328,22665.457031,22597.156250,3249846
2018-08-01,22665.457031,22866.927734,22463.986328,22665.457031,22597.156250,1372204
2018-08-02,22665.457031,23169.134766,22363.251953,22363.251953,22295.861328,1547515
2018-08-03,22463.986328,22766.193359,22463.986328,22766.193359,22697.587891,841417
2018-08-06,22866.927734,23068.398438,22665.457031,22866.927734,22798.019531,942921
2018-08-07,22967.664063,24176.488281,22766.193359,24176.488281,24103.634766,3684669
2018-08-08,24579.429688,25083.107422,23773.546875,23975.017578,23902.771484,6039011
2018-08-09,24377.958984,25385.312500,24075.753906,25284.578125,25208.382813,8053025
2018-08-10,25284.578125,26090.460938,24982.371094,25788.253906,25710.542969,6301863
2018-08-13,25486.048828,25687.519531,24680.166016,24982.371094,24907.089844,3159848
2018-08-14,25183.841797,25888.990234,24780.900391,25687.519531,25610.109375,2571490
2018-08-16,25083.107422,25788.253906,24982.371094,25687.519531,25610.109375,2375898
2018-08-17,25888.990234,25989.724609,25486.048828,25586.783203,25509.679688,1624687
2018-08-20,25586.783203,25788.253906,24982.371094,25083.107422,25007.521484,1631303
2018-08-21,25183.841797,25486.048828,24982.371094,24982.371094,24907.089844,1754736
2018-08-22,25284.578125,25284.578125,24680.166016,25083.107422,25007.521484,1657506
2018-08-23,25183.841797,25385.312500,24881.636719,25284.578125,25208.382813,1449624
2018-08-24,25183.841797,25183.841797,24780.900391,24982.371094,24907.089844,1405941
2018-08-27,24982.371094,25788.253906,24982.371094,25788.253906,25710.542969,2921843
2018-08-28,25586.783203,25687.519531,24881.636719,25284.578125,25208.382813,2386272
2018-08-29,25183.841797,25687.519531,24982.371094,25486.048828,25409.248047,3723434
2018-08-30,25486.048828,25788.253906,25284.578125,25486.048828,25409.248047,1557417
2018-08-31,24982.371094,25284.578125,24780.900391,25183.841797,25107.953125,2143780
2018-09-03,25183.841797,25284.578125,24377.958984,24478.695313,24404.931641,2284202
2018-09-04,24478.695313,24780.900391,24277.224609,24579.429688,24505.363281,1331980
2018-09-05,24579.429688,24881.636719,24377.958984,24377.958984,24304.498047,1069232
2018-09-06,24478.695313,24579.429688,23975.017578,24176.488281,24103.634766,1485054
2018-09-07,24176.488281,24277.224609,23874.283203,24176.488281,24103.634766,1023344
2018-09-10,23975.017578,24277.224609,23874.283203,23975.017578,23902.771484,1072870
2018-09-11,23874.283203,23874.283203,23370.605469,23471.339844,23400.611328,2108842
2018-09-12,23471.339844,24277.224609,23471.339844,24176.488281,24103.634766,1711112
2018-09-13,24377.958984,24579.429688,24075.753906,24377.958984,24304.498047,2022765
2018-09-14,24277.224609,24377.958984,23874.283203,24176.488281,24103.634766,1427711
2018-09-17,24277.224609,24478.695313,23773.546875,24478.695313,24404.931641,1785921
2018-09-18,24579.429688,24680.166016,24176.488281,24277.224609,24204.066406,1906639
2018-09-19,24377.958984,24377.958984,23471.339844,23572.076172,23501.044922,3297272
2018-09-20,23773.546875,24075.753906,23572.076172,23672.812500,23601.474609,1532917
2018-09-21,24478.695313,24881.636719,23874.283203,23874.283203,23802.339844,3311145
2018-09-27,23975.017578,24377.958984,23975.017578,24277.224609,24204.066406,1367622
2018-09-28,24176.488281,24277.224609,23975.017578,23975.017578,23902.771484,1141242
2018-10-01,24176.488281,24881.636719,24075.753906,24075.753906,24003.203125,1829928
2018-10-02,24277.224609,24377.958984,23068.398438,23269.869141,23199.746094,3057064
2018-10-04,23068.398438,23269.869141,22363.251953,22564.722656,22496.726563,2993665
2018-10-05,22262.515625,22463.986328,21859.574219,21960.310547,21894.134766,2380703
2018-10-08,21658.103516,22262.515625,21658.103516,21658.103516,21592.837891,932497
2018-10-10,21456.632813,21859.574219,20952.957031,20952.957031,20889.816406,2562545
2018-10-11,20147.074219,20550.015625,19844.867188,19844.867188,19785.066406,4753087
2018-10-12,19844.867188,20550.015625,19663.542969,20348.544922,20287.226563,2666005
2018-10-15,20348.544922,20550.015625,19985.896484,20006.044922,19945.757813,1090937
2018-10-16,20006.044922,20348.544922,20006.044922,20247.808594,20186.792969,913030
2018-10-17,20751.486328,20751.486328,20147.074219,20247.808594,20186.792969,1502848
2018-10-18,20147.074219,20449.279297,20086.632813,20247.808594,20186.792969,859559
2018-10-19,20147.074219,20550.015625,19965.750000,20348.544922,20287.226563,1332183
2018-10-22,20449.279297,20952.957031,20247.808594,20650.750000,20588.521484,1033976
2018-10-23,20650.750000,20852.220703,20147.074219,20247.808594,20186.792969,962923
2018-10-24,20348.544922,20449.279297,19925.455078,19985.896484,19925.669922,1551555
2018-10-25,19603.103516,19603.103516,18535.308594,18978.542969,18921.351563,5086172
2018-10-26,19139.720703,19240.455078,18112.218750,18313.689453,18258.501953,3243245
